"TITLE","ARTICLE LINK","PUBLISHED DATE (UTC)","AUTHOR","PUBLISHER","COUNTRY","CATEGORY","LANGUAGE","DESCRIPTION","IMAGE URL","VIDEO URL"
"""Cook’s 100-trillion-won tightrope walk (KOR)""","https://koreajoongangdaily.joins.com/news/2023-10-24/englishStudy/bilingualNews/Cooks-100trillionwon-tightrope-walk-KOR/1897105","2023-10-24 00:42:22","","Koreajoongangdaily Joins News","South Korea","Top","English","HAN WOO-DUKThe author is a senior reporter of the China Lab.Apple CEO Tim Cook was in China last week, seven months after his last visit in March. This is understandable. The sales volume of the new iPhone 15 in China was slower than that of the iPhone 14 series, and Apple gave its largest market share to Huawei. Apple’s annual sales in China are about $74 billion (about 100 trillion won in the 2022 fiscal year). The sales account for about 20 percent of its total sales. If sales in China slow down, Apple could falter. That sense of crisis brought Cook back to China.After the Chinese government ordered civil servants not to bring iPhones to work, Apple’s stock price fluctuated. It was perceived as China pushing Apple out. A jab to check Apple could trigger a big counter punch. Could Apple be alright staying in China under such circumstances?Samsung suffered in the same way. Its Galaxy smartphones once took up more than 20 percent of the Chinese market, but now it has little presence. That started with the Note 7 fire incident in 2015. Samsung officials recall that Beijing used the incident as an excuse to persistently push out Galaxy.The real causes can be found elsewhere. At that time, Samsung Galaxy was accelerating its efforts to break away from China. As the construction of the Vietnamese factory, which began in 2008, was completed, relocation work went underway one by one. Samsung closed its Tianjin plant in 2018 and its Huizhou plant in 2019. Currently, more than half of Samsung phones are produced in Vietnam. In other words, when Samsung relocated the factories, it had to give up its market share, too.Technology is another cause. At that time, the technology level of Chinese smartphone makers such as Oppo, Vivo and Xiaomi was already advanced enough to surpass that of Samsung. China’s formula for attracting foreign capital — giving market share in return for technology transfer — didn’t work anymore. To make matters worse, the geopolitical risk from the U.S.-led Thaad anti-missile system deployment occurred in 2016, which forced Galaxy to exit China.Apple’s current situation is the déjà vu of what Samsung had gone through. Apple is seeking to diversify its factories. As Samsung did, Apple is going to Vietnam and India. Its technology does not overwhelm Chinese companies, either. The recently announced Huawei 5G phone is known to have been 90 percent localized in production, including domestic procurement of 7-nanometer chips. Moreover, a geopolitical risk even greater than the Thaad weighs on Apple.Depending on how the conflict between the U.S. and China develops, Beijing’s order to boycott Apple could spread out of the public sector. It is hard for Apple to find a solution as it has to be mindful of the Chinese government on top of its overreliance on China for its market and factories. Tim Cook’s risky “100-trillion-won tightrope walk” has begun.       애플은 중국에서 안녕한가? 한우덕 차이나랩 수석기자   애플 CEO 팀 쿡은 지난주 내내 중국에 있었다. 지난 3월 이후 7개월 만에 또 갔다. 이해가 간다. 신작 ‘아이폰15’의 중국 판매량이 전작(14시리즈)보다 부진했고, 시장점유율 1위 자리를 화웨이에 내줘야 했다. 애플의 한해 중국 판매액은 약 740억 달러(약 100조원, 2022 회계연도). 전체매출의 약 20% 수준이다. 중국판매가 주춤하면 애플 전체가 흔들릴 수 있다. 그 위기감이 쿡을 중국으로 다시 불렀다.     “공무원들은 아이폰 갖고 출근하지 마.” 중국정부의 이 조치에 애플주가는 출렁였다. 중국의 '애플 밀어내기'로 받아들여졌기 때문이다. 잽 수준의 견제에도 애플은 카운터 펀치급 충격을 받는다. “애플은 과연 중국에서 안녕할 것인가?”라는 의문이 제기되는 이유다.     삼성도 그랬다. 한때 중국시장의 20% 이상을 차지한 삼성 스마트폰 갤럭시는 지금 존재감 제로다. 시작은 2015년 터진 노트7 발화사건이었다. ""중국정부는 이 사건을 빌미로 집요하게 '갤럭시 밀어내기'에 나섰다""고 삼성관계자들은 회고한다.     진짜 원인은 다른 데 있었다. 당시 삼성 갤럭시는 탈(脫)중국에 박차를 가하고 있었다. 2008년부터 시작한 베트남 공장건설이 마무리되면서 이전 작업을 하나하나 진행 중이었다. 삼성은 2018년 톈진(天津)공장, 2019년 후이저우(惠州)공장 문을 닫았다. 현재 삼성 폰의 절반 이상이 베트남에서 생산된다. 공장을 뺄 때 시장도 모두 반납하고 나와야 했던 셈이다.     기술도 원인이다. 당시 오포·비보·샤오미 등 중국 스마트폰 기술수준은 삼성을 능가할 만큼 올라와 있었다. '시장 줄게, 기술 다오' 식의 중국 외자유치 공식은 더는 통하지 않았다. 설상가상 2016년 ‘사드’라는 지정학 위기가 터졌고, 갤럭시는 퇴출 수순을 밟아야 했다.     지금 애플의 상황은 삼성의 데자뷔다. 애플은 공장다각화를 추진 중이다. 삼성이 그랬듯, 베트남과 인도로 간다. 기술도 중국기업을 압도하지 못한다. 최근 발표된 화웨이 5G폰은 7나노 칩을 국내에서 조달하는 등 국산화율 90%를 넘긴 것으로 알려졌다. 여기에 사드보다 더 큰 지정학적 리스크가 애플을 짓누른다.     미·중갈등이 어떻게 번지느냐에 따라 중국의 애플 불매 ‘지령’이 공직사회를 벗어날 수 있다. 시장·공장 모두 중국눈치를 봐야 하는 애플로선 마땅한 카드 찾기가 쉽지 않다. 팀 쿡의 아슬아슬한 ‘100조 줄타기’가 시작됐다.","",""
"""Ryan Reynolds celebrates his 47th birthday with an afternoon stroll in New York City with his Deadpool 3 director Shawn Levy""","https://www.dailymail.co.uk/tvshowbiz/article-12664187/Ryan-Reynolds-celebrates-47th-birthday-afternoon-stroll-New-York-City-Deadpool-3-director-Shawn-Levy.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","2023-10-24 00:38:50","","Mail Online","United Kingdom","Entertainment","English","Ryan Reynolds celebrated another year around the sun with a stroll around New York City with his Deadpool 3 director Shawn Levy.","https://i.dailymail.co.uk/1s/2023/10/24/01/76915585-0-image-m-40_1698106211369.jpg",""
"""Click Frenzy deals 2023: Kogan slashes price of more than 10,000 products across tech, appliances and TVs""","https://7news.com.au/best-picks/click-frenzy-deals-2023-kogan-slashes-price-of-more-than-10000-products-across-tech-appliances-and-tvs-c-12305213","2023-10-24 00:35:58","Sophie Haslett","7news","Australia","Entertainment","English","Kogan’s Click Frenzy Mayhem sale features massive discounts on tech, appliances, furniture, clothing and smart TVs.","https://images.7news.com.au/publication/C-12305213/c26bee14507337d8b016283a0db80fc18aabd8f7-16x9-x0y2w2000h1125.jpg",""
"""Click Frenzy 2023 begins: Here’s how to shop the best deals from your favourite brands""","https://7news.com.au/best-picks/click-frenzy-2023-begins-heres-how-to-shop-the-best-deals-from-your-favourite-brands-c-12303741","2023-10-24 00:26:45","Matilda Rudd","7news","Australia","Entertainment","English","Get a head start on your Christmas holiday shopping by taking advantage of the epic deals.","https://images.7news.com.au/publication/C-12303741/785599d4be8dce99232fb455480c8b044e89080f-16x9-x0y0w2000h1125.jpg",""
"""Ange Postecoglou SLAMS his Tottenham side 'for taking liberties in possession' and labels second half of 2-0 win over Fulham 'the WORST 45 minutes we've had all year'... despite going top!""","https://www.dailymail.co.uk/sport/football/article-12663935/Ange-Postecoglou-slams-Tottenham-taking-liberties-possession-claiming-Spurs-WORST-45-minutes-weve-year-despite-going-nine-games-unbeaten-Premier-League-2-0-win-against-Fulham.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","2023-10-24 00:20:58","","Mail Online","United Kingdom","Sports","English","Son Heung-min opened the scoring after 36 minutes, mazing his way around the Fulham defence before blasting the ball into the goal. James Maddison followed up with the second.","https://i.dailymail.co.uk/1s/2023/10/24/00/76913497-0-image-a-2_1698102424906.jpg",""
"""Former Norwich footballer Paul McVeigh opens up about 'second' life, growing up in Belfast, charging fifteen grand as a keynote speaker and Cristiano Ronaldo's attitude""","https://www.dailymail.co.uk/sport/football/article-12664071/Former-Norwich-footballer-Paul-McVeigh-opens-second-life-growing-Belfast-charging-fifteen-grand-keynote-speaker-Cristiano-Ronaldos-attitude.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","2023-10-24 00:00:49","","Mail Online","United Kingdom","Sports","English","Kicking a football was Paul McVeigh's first true love. Now it is speaking. Not speaking about the beautiful game through punditry like many ex-professionals venture into after retiring from playing","https://i.dailymail.co.uk/1s/2023/10/24/00/76915289-0-image-a-24_1698105416515.jpg",""
"""Games Inbox: Spider-Man 2 best video game opening ever, Switch 2 Donkey Kong, and Spider-Man 3 ideas""","https://metro.co.uk/2023/10/24/games-inbox-does-spider-man-2-have-the-best-opening-to-a-video-game-19709876/","2023-10-24 00:00:00","GameCentral","Metro","United Kingdom","Entertainment","English","The Tuesday letters page wishes there was a new Batman game to rival Spider-Man 2, as one reader extols the virtues of Sea Of Stars.","",""
"""Manchester United legend Rio Ferdinand calls for Sir Jim Ratcliffe to reveal his plans for the club ahead of proposed 25 per cent investment""","https://www.dailymail.co.uk/sport/football/article-12664089/Manchester-United-legend-Rio-Ferdinand-calls-Sir-Jim-Ratcliffe-reveal-plans-club-ahead-proposed-25-cent-investment.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","2023-10-23 23:54:38","","Mail Online","United Kingdom","Sports","English","Ferdinand indicated that there needs to be more clarity regarding Ratcliffe's plans for his part ownership otherwise there is a risk of further dressing room disruption.","https://i.dailymail.co.uk/1s/2023/10/24/00/76914829-0-image-a-25_1698104315063.jpg",""
"""<![CDATA[Is Michigan Football Cheating?]]>""","https://slate.com/podcasts/hang-up-and-listen/2023/10/michigan-sign-stealing-allegations-olympic-flag-football-and-the-nhls-pride-tape-ban-on-hang-up-and-listen?via=rss","2023-10-23 23:35:22","","Slate","United States Of America","Top","English","","https://compote.slate.com/images/98352922-2f92-4060-a8ee-40832dc1f4a0.jpeg?width=780&height=520&rect=1560x1040&offset=0x0",""
"""Tottenham 2-0 Fulham: Son Heung-min and James Maddison fire Spurs back to the top of the Premier League as Ange Postecoglou's side capitalise on defensive errors""","https://www.dailymail.co.uk/sport/football/article-12663639/Tottenham-2-0-Fulham-Son-Heung-min-James-Maddison-fire-Spurs-Premier-League-Ange-Postecoglous-capitalise-defensive-errors.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","2023-10-23 22:26:11","","Mail Online","United Kingdom","Sports","English","RIATH AL-SAMARRAI AT THE TOTTENHAM HOTSPUR STADIUM: Back from their break and back in the groove. The hope and possibility will soon throw Spurs into a wall of reality, but not yet.","https://i.dailymail.co.uk/1s/2023/10/23/22/76909979-0-image-a-29_1698095500723.jpg",""
"""The Top 3 Stocks to Dump After Disastrous Q3 Earnings""","https://investorplace.com/2023/10/the-top-3-stocks-to-dump-after-disastrous-q3-earnings/","2023-10-23 20:51:13","Joel Baglole","Investorplace","United States Of America","Top","English","InvestorPlace - Stock Market News, Stock Advice & Trading Tips These stocks to sell are from companies with disastrous Q3 prints. That stumble was reflected in their share prices. The post The Top 3 Stocks to Dump After Disastrous Q3 Earnings appeared first on InvestorPlace.","",""
"""Boeing’s electric flying taxi company Wisk takes flight in LA [Video]""","https://electrek.co/2023/10/23/boeings-electric-flying-taxi-takes-flight-in-la-video/","2023-10-23 20:49:42","Peter Johnson","Electrek","United States Of America","Top","English","Wisk Aero, Boeing’s electric flying taxi company, held the first public eVTOL demonstration flights in LA this week. The company accomplished the feat at the 100th anniversary of the Long Beach Airport. A video from the event shows the record-setting flight. more… The post Boeing’s electric flying taxi company Wisk takes flight in LA [Video] appeared first on Electrek.","",""
"""Elon Musk says he’ll give Wikipedia $1 billion if it changes name to ‘Dickipedia’""","https://mobilesyrup.com/2023/10/23/elon-musk-wikipedia-donation-dickipedia/?utm_source=rss&utm_medium=rss&utm_campaign=elon-musk-wikipedia-donation-dickipedia","2023-10-23 20:48:47","Bradly Shankar","Mobilesyrup","Canada","Top","English","In another totally funny and mature move, Elon Musk says he’ll give $1 billion USD (about $1.37 billion CAD) to Wikipedia if the website rebrands itself to “Dickipedia.” The “offer” was made on X (Twitter) after Musk shared an image of a message from Wikipedia asking for money. I will give them a billion dollars […]","",""
"""Tesla tops list of least stolen vehicles – GPS tracking will do that""","https://electrek.co/2023/10/23/tesla-tops-list-least-stolen-vehicles-standard-gps-tracking/","2023-10-23 20:45:58","Fred Lambert","Electrek","United States Of America","Top","English","All of Tesla’s vehicles have topped the list of least stolen vehicles in the US, thanks to having GPS tracking as a standard feature. more… The post Tesla tops list of least stolen vehicles – GPS tracking will do that appeared first on Electrek.","",""
"""Pläne in Grünheide: Tesla-Ausbau: „Der Erörterungstermin ist eine Farce“""","https://www.otz.de/wirtschaft/tesla-will-werk-in-gruenheide-ausbauen-eroerterungstermin-ist-eine-farce-id239866289.html","2023-10-23 20:43:00","","Ostthüringer Zeitung","Germany","Business","German","Es gab eine Anhörung zu den Tesla-Plänen in Grünheide. Warum Umweltschützer die Veranstaltung boykottierten.","https://www.otz.de/img/Import/crop239863385/8712134701-w260-cv16_9/Tesla-Gigafactory.jpg",""
"""‘I can tell that’s Amazon and they will catch you’: Worker says his job leaves snacks out. But they’re supposed to pay for them""","https://www.dailydot.com/news/amazon-snacks-not-free/","2023-10-23 20:18:36","Braden Bjella","The Daily Dot","United States Of America","Top","English","An Amazon worker is calling out their workplace for leaving out snacks for employees—and expecting workers to pay for them. In a video with over 713,000 views, TikTok user and Amazon employee @215_.philly shows a mini-market in his workplace. The market includes a variety of snacks, including packaged chips and refrigerated drinks. “POV: yo job just leave the snacks out & expect for you to just pay for em,” the TikToker writes in the text overlaying the video. As evidenced by the signage on the stands, these goods are being sold in partnership with a company called Canteen. These stores, called “Avenue C,” allow employees to buy a variety of products while on the job, as a YouTube video from the company explains. In the comments section, many users confessed to stealing from these stores. “Use to pay for one thing and have 4 items in my hand,” recalled a user. “Never got caught.” “I used to grab the items and scan my apple pay with no money and just walk off with everything,” alleged another. “I be grabbing like 3 things but only 1 of them getting paid for,” stated a third. “Power went off due to harsh rain and wind at fedex one time for 5 mins, and when the power came back on all the snacks and drinks were gone,” claimed an additional TikToker. @215_.philly “im tellin ya” 😂😂 #fyp #viral ♬ Man Bun In The Tesla - Mat Randol & YoungShirtMayne That said, a few users claimed that Amazon—@215_.philly’s place of employment—could be particularly tough on shoplifters. “I can tell this is amazon and they WILL catch you LMAO,” shared a commenter. @215_.philly agreed with this statement in a follow-up video. “I ain’t going to lie to you, she is not lying,” the TikToker says of the commenter. He then shows the many security cameras around his Avenue C location.  @215_.philly Replying to @lil miss hendrix🕺🏽 rs #fyp #viral ♬ original sound - ⚠️ Some users claimed that they had seen workers be fired for stealing from these mini-markets. “I see mfs get fired for this all the time,” alleged a user. “Sh*ts a shame imagine loosing a guaranteed 600+ a week over something that almost cost like 6-8.” “My supervisor got fired for stealing from them,” offered a second. “I did security,” remembered a further TikToker. “We watch every single one of y’all check out if you don’t pay you fired by the end your shift.” The Daily Dot reached out to @215_.philly via Instagram direct message, Amazon via email, and Canteen via website contact form. Sign up to receive the Daily Dot’s Internet Insider newsletter for urgent news from the frontline of online. The post ‘I can tell that’s Amazon and they will catch you’: Worker says his job leaves snacks out. But they’re supposed to pay for them appeared first on The Daily Dot.","",""
"""Ford is offering up to $13,000 off the 2023 Mustang Mach-E""","https://electrek.co/2023/10/23/ford-offering-13000-off-2023-mustang-mach-e/","2023-10-23 19:07:05","Peter Johnson","Electrek","United States Of America","Top","English","With a new dealer incentive and Retail Customer Cash bonus, now may be the best time to buy Ford’s all-electric SUV. All versions of the 2023 Mustang Mach-E now include a significant discount for those buying or leasing. more… The post Ford is offering up to $13,000 off the 2023 Mustang Mach-E appeared first on Electrek.","",""
"""WhatsApp va a convertirse en una SUPER APP: ¿Qué significa?""","https://www.cronista.com/infotechnology/actualidad/whatsapp-va-a-convertirse-en-una-super-app-que-significa/","2023-10-23 19:01:00","","El Cronista","Argentina","Top","Spanish","La aplicación de Meta busca incorporar múltiples funcionalidades además del servicio de mensajería. ¿Cuáles son las más convenientes?","https://www.cronista.com/files/image/513/513246/63f6694a6effb_800_!.jpg?s=e3bc7bb36ecfbeffe54db5aaa5cbb66b&d=1698030000",""
"""No more Mr Nice DoJ - Tesla gets subpoenas over self-driving software claims""","https://go.theregister.com/feed/www.theregister.com/2023/10/23/telsa_doj_investigation/","2023-10-23 18:42:23","Iain Thomson","The Register","Nigeria","Technology","English","Has someone been shooting their mouth off a little too much? In financial filings, Tesla has admitted that it is under a serious investigation by the US Department of Justice over the efficacy of its self-driving code, among many other things.…","",""
"""Only 2 major car companies haven't joined Tesla's charging tech yet ""","https://www.businessinsider.com/volkswagen-stellantis-electric-vehicles-tesla-nacs-charger-tech-holdouts-2023-10","2023-10-23 18:41:45","Alexa St. John,Graham Rapier","Business Insider","United States Of America","Top","English","","",""
"""Naturalized Korean to lead reforms at ruling party""","https://koreatimes.co.kr/www/nation/2023/10/356_361723.html?utm_source=fl","2023-10-24 01:05:05","mj6c2@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","Ihn Yo-han, a naturalized Korean physician with four generations of close ties to the country, will lead the effort to reform the governing party, ahead of what is expected to be a defining election for President Yoon Suk Yeol early next year.","http://img.koreatimes.co.kr/upload/thumbnailV2/f6a419decfc242af94aa7a64fd3e6700.jpg",""
"""Sense of crisis grips Yoon as approval rating falls to 6-month low""","https://koreatimes.co.kr/www/nation/2023/10/356_361644.html?utm_source=fl","2023-10-24 01:05:05","namhw@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","President Yoon Suk Yeol’s approval rating fell to a six-month low, raising alarms over his ability to handle state affairs.","http://img.koreatimes.co.kr/upload/thumbnailV2/1cdf793369a9469783c7737dd8a11dd8.jpg",""
"""S. Korea, US, Japan set to conduct joint aerial exercise for 1st time: source""","https://koreatimes.co.kr/www/nation/2023/10/205_361623.html?utm_source=fl","2023-10-24 01:05:05","webmaster@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","South Korea, the United States and Japan are set to kick off a joint aerial exercise for the first time near the Korean Peninsula on Sunday, sources said, amid efforts to bolster three-way security cooperation against North Korean threats.","http://img.koreatimes.co.kr/upload/thumbnailV2/323ec9e0d9154bfab6cbfc2657816688.jpg",""
"""Seoul education office to offer support to 3 Asian countries""","https://koreatimes.co.kr/www/nation/2023/10/281_361659.html?utm_source=fl","2023-10-24 01:05:05","jjh@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","The education office has been carrying out the program every year since 2015 to offer teaching resources to overseas institutions that need support.","http://img.koreatimes.co.kr/upload/thumbnailV2/b2edb0e347e44ac5896d58ee526d44a5.jpg",""
"""メディアから消えたジェンダーレスタレント ゆしんさんの現在地""","https://marieclairejapon.com/lifestyle/152900/","2023-10-24 01:00:00","美枝有住","毎日新聞デジタル","Japan","Top","Japanese","2012年頃からジェンダーレスタレントとしてテレビに出まくっていたゆしんさん。ここ数年あまり見かけなくなったが、実は新たなことに挑戦していた。ゆしんさんがコロナ禍に取り組んだことや、その経験から得たことなどを聞いてみた。","",""
"""Metal Gear Solid: Master Collection Vol. 1 review – the ultimate sneaking mission""","https://metro.co.uk/2023/10/24/metal-gear-solid-master-collection-vol-1-review-sneaking-archive-19709469/","2023-10-24 00:05:00","GameCentral","Metro","United Kingdom","Entertainment","English","Konami re-releases almost every Metal Gear game from the first 17 years of the franchise, but they've left out one very important thing...","",""
"""‘South Asia, key region for Japanese cooperation in disaster prevention’""","http://island.lk/south-asia-key-region-for-japanese-cooperation-in-disaster-prevention/","2023-10-24 00:00:51","Sahan Weerasooriya","The Island","Sri Lanka","Business","English","By Lynn Ockersz Japan has identified South Asia as a key region for the extension of its cooperation in disaster prevention. As a matter of policy, Japan is in the process of strengthening the disaster prevention and response capabilities of countries vulnerable to natural disasters all over the world, Komura Masahiro, Parliamentary Vice Minister for […]","",""
"""Games Inbox: Spider-Man 2 best video game opening ever, Switch 2 Donkey Kong, and Spider-Man 3 ideas""","https://metro.co.uk/2023/10/24/games-inbox-does-spider-man-2-have-the-best-opening-to-a-video-game-19709876/","2023-10-24 00:00:00","GameCentral","Metro","United Kingdom","Entertainment","English","The Tuesday letters page wishes there was a new Batman game to rival Spider-Man 2, as one reader extols the virtues of Sea Of Stars.","",""
"""SLGJA focuses on industry collaboration and a resurgent Sri Lankan export economy""","http://island.lk/slgja-focuses-on-industry-collaboration-and-a-resurgent-sri-lankan-export-economy/","2023-10-23 23:58:46","Sahan Weerasooriya","The Island","Sri Lanka","Business","English","Sri Lanka Gem and Jewellery Association (SLGJA) hosted its 21st Annual General Meeting recently in, Colombo. Re-appointed as President, Ajward Deen has worked tirelessly along with his committee to strengthen and uplift the Gem and Jewellery industry to great heights over the past year. The Gem and Jewellery industry continues to brave a range of […]","",""
"""HaulMatic Technologies ‘Official Technology Partner’ at ISMM 51st Anniversary & Best Supply Chain Awards""","http://island.lk/haulmatic-technologies-official-technology-partner-at-ismm-51st-anniversary-best-supply-chain-awards/","2023-10-23 23:58:33","Sahan Weerasooriya","The Island","Sri Lanka","Business","English","HaulMatic Technologies, the ‘Official Technology Partner’ at ISMM’s 51st Anniversary & Best Supply Chain Awards, proudly joins hands with ISMM (Institute of Supply and Materials Management) in celebration of the first National Supply Chain Day. HaulMatic TMS, a cloud-based Transportation Management System, is strategically designed to serve shippers, carriers, and logistics service providers, from small […]","",""
"""Yoon says S. Korea will help realize Saudi Vision 2030: interview""","https://koreatimes.co.kr/www/nation/2023/10/120_361631.html?utm_source=fl","2023-10-24 01:05:05","webmaster@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","South Korean President Yoon Suk Yeol has said the country will help realize Saudi Arabia's Vision 2030 for economic diversification by sharing its know-how and experience in economic development and using the capabilities and skills of its businesses, according to an interview published Sunday.","http://img.koreatimes.co.kr/upload/thumbnailV2/ae07343b70ab4c7d9627fff375b529ac.jpg",""
"""Main opposition leader to return to party affairs after monthlong hiatus""","https://koreatimes.co.kr/www/nation/2023/10/356_361634.html?utm_source=fl","2023-10-24 01:05:05","jjh@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","Main opposition Democratic Party of Korea (DPK) Chairman Rep. Lee Jae-myung will return to the National Assembly on Monday after a 35-day absence from party affairs.","http://img.koreatimes.co.kr/upload/thumbnailV2/37fc7d385bcb4b82987937edfebdc15e.jpg",""
"""Korea reports 4 more cases of lumpy skin disease, bringing total cases to 14""","https://koreatimes.co.kr/www/nation/2023/10/281_361686.html?utm_source=fl","2023-10-24 01:05:05","webmaster@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","Korea reported four additional cases of lumpy skin disease (LSD), amid growing concerns over the nationwide spread of the highly infectious disease, the agricultural ministry said Monday.","http://img.koreatimes.co.kr/upload/thumbnailV2/6a7ad03c3f164b0b9cbeed141d210cb6.jpg",""
"""Naturalized Korean to lead reforms at ruling party""","https://koreatimes.co.kr/www/nation/2023/10/356_361723.html?utm_source=fl","2023-10-24 01:05:05","mj6c2@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","Ihn Yo-han, a naturalized Korean physician with four generations of close ties to the country, will lead the effort to reform the governing party, ahead of what is expected to be a defining election for President Yoon Suk Yeol early next year.","http://img.koreatimes.co.kr/upload/thumbnailV2/f6a419decfc242af94aa7a64fd3e6700.jpg",""
"""Sense of crisis grips Yoon as approval rating falls to 6-month low""","https://koreatimes.co.kr/www/nation/2023/10/356_361644.html?utm_source=fl","2023-10-24 01:05:05","namhw@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","President Yoon Suk Yeol’s approval rating fell to a six-month low, raising alarms over his ability to handle state affairs.","http://img.koreatimes.co.kr/upload/thumbnailV2/1cdf793369a9469783c7737dd8a11dd8.jpg",""
"""Yoon pledges full support for Saudi's Vision 2030 ambitions""","https://koreatimes.co.kr/www/nation/2023/10/120_361647.html?utm_source=fl","2023-10-24 01:05:05","namhw@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","President Yoon Suk Yeol expressed hopes for the participation of South Korean businesses in Saudi Arabia’s Vision 2030 for economic diversification, stressing the synergistic potential between Seoul’s technology and Riyadh’s growth potential.","http://img.koreatimes.co.kr/upload/thumbnailV2/317b2ed6fd9f49c9bd32a1167c1e0289.jpg",""
"""Defense chief reiterates call to suspend 2018 inter-Korean military agreement""","https://koreatimes.co.kr/www/nation/2023/10/205_361727.html?utm_source=fl","2023-10-24 01:05:05","webmaster@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","Defense Minister Shin Won-sik on Monday reiterated his call to suspend the 2018 inter-Korean military tension reduction agreement as he inspected a Marine Corps unit on a border island, his office said.","http://img.koreatimes.co.kr/upload/thumbnailV2/942558178d154d569bcc07496490cbf6.jpg",""
"""4 people from N. Korea express intent to defect to S. Korea: source""","https://koreatimes.co.kr/www/nation/2023/10/281_361746.html?utm_source=fl","2023-10-24 01:05:05","webmaster@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","A group of four unidentified individuals from North Korea has expressed an intent to defect to South Korea, after arriving in the country through an eastern port city, a government source said Tuesday.","http://img.koreatimes.co.kr/upload/thumbnailV2/267263419cde43c39c090404c6404aac.jpg",""
"""S. Korea, US, Japan set to conduct joint aerial exercise for 1st time: source""","https://koreatimes.co.kr/www/nation/2023/10/205_361623.html?utm_source=fl","2023-10-24 01:05:05","webmaster@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","South Korea, the United States and Japan are set to kick off a joint aerial exercise for the first time near the Korean Peninsula on Sunday, sources said, amid efforts to bolster three-way security cooperation against North Korean threats.","http://img.koreatimes.co.kr/upload/thumbnailV2/323ec9e0d9154bfab6cbfc2657816688.jpg",""
"""Unification minister meets US civic group head to discuss NK human rights""","https://koreatimes.co.kr/www/nation/2023/10/103_361736.html?utm_source=fl","2023-10-24 01:05:05","webmaster@koreatimes.co.kr(KoreaTimes)","The Korea Times","South Korea","Top","English","South Korean Unification Minister Kim Yung-ho met with the leader of a U.S.-based civic group Monday to discuss ways of boosting cooperation on the improvement of human rights in North Korea, his office said.","http://img.koreatimes.co.kr/upload/thumbnailV2/f4bab5c4d4724bd0b638d068733dda57.jpg",""
"""Videojuegos: las ventas de Spider-Man 2 son récord en PlayStation""","https://www.ambito.com/tecnologia/videojuegos-las-ventas-spider-man-2-son-record-playstation-n5853871","2023-10-23 22:43:00","","Ambito","Argentina","Technology","Spanish","El título bomba del 2023 para Sony dejó atrás a juegos como God of War: Ragnarok y The Last of Us Parte 2.","",""
"""Blake Lively & Ryan Reynolds’ Cutest PDA Photos Over the Years""","https://hollywoodlife.com/pics/blake-lively-ryan-reynolds-pda-photos/","2023-10-23 16:52:56","Elissaandersonn","Hollywood Life","United States Of America","Top","English","Take a lot at some of the best PDA photos of Ryan Reynolds and Blake Lively.","https://hollywoodlife.com/wp-content/uploads/2022/10/Blake-Lively-Ryan-Reynolds-PDA-vert.jpg?quality=100",""
"""AGDQ 2024 Schedule Revealed, Includes Zelda: Tears Of The Kingdom Run""","https://www.gamespot.com/articles/agdq-2024-schedule-revealed-includes-zelda-tears-of-the-kingdom-run/1100-6518565/?ftag=CAD-01-10abi2f","2023-10-23 15:42:00","","Gamespot","United States Of America","Entertainment","English","The Games Done Quick organization has announced the schedule for Awesome Games Done Quick 2024, the charity speedrunning marathon's return as an in-person event, which will take place January 14-21.The full schedule features over 100 different speed runs across multiple eras--from the NES days to recent releases like The Legend Of Zelda: Tears Of The Kingdom--while also spanning multiple consoles and PC. The event will raise money for the Prevent Cancer Foundation, which the AGDQ marathon has contributed to since 2011.Awesome Games Done QuickThis year's AGDQ will stream live from the Wyndham Grand in Pittsburgh, Pennsylvania, and it will be the first in-person Awesome Games Done Quick since the COVID-19 pandemic. Summer Games Done Quick, the marathon's warmer counterpart, has been run as a live event since 2022, with the 2023 event raising $2.2 million for Doctors Without Borders.Continue Reading at GameSpot","https://www.gamespot.com/a/uploads/screen_medium/3/37852/4209867-agdq-logo.jpg",""
